id,Decision,Driving_to,Passanger,Weather,Temperature,Time,Coupon,Coupon_validity,Gender,Age,Maritalstatus,Children,Education,Occupation,Income,Bar,Coffeehouse,Carryaway,Restaurantlessthan20,Restaurant20to50,Direction_same,Distance
978,0,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,1,2,2,1,1,0,1
979,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,2,1,2,2,1,0,3
980,0,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,1,2,2,1,2,0,3
981,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,1,1,1,1,2,0,3
982,0,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,31,Married partner,0,Some college - no degree,Sales & Related,$50000 - $62499,2,2,4,3,2,1,1
983,1,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,0,1,2,2,0,1,1
984,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,31,Married partner,1,Some college - no degree,Protective Service,$100000 or More,2,1,3,2,3,1,1
985,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,0,0,2,2,0,1,1
986,0,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,2,2,2,0,2
987,1,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,1,1,1,1,1,0,2
988,1,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,1,1,3,2,1,0,2
989,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Associates degree,Student,$75000 - $87499,0,1,2,2,1,0,2
990,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,0,1,3,2,1,1,1
991,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,31,Unmarried partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,0,0,1,1,0,1,1
992,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$25000 - $37499,0,1,4,3,1,0,2
993,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,0,2,3,1,0,1,1
994,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,0,Some college - no degree,Healthcare Support,$25000 - $37499,2,2,3,3,2,0,1
995,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,0,2,2,2,1,0,2
996,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,4,4,4,4,4,0,1
997,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,50plus,Divorced,1,Bachelors degree,Retired,Less than $12500,0,3,4,4,1,1,2
998,0,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,2,1,2,3,2,0,1
999,1,Home,Alone,Sunny,80,6PM,Bar,2h,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,4,2,2,3,1,1,1
1000,1,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,2,0,2,2,1,0,1
1001,0,Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,0,1,2,2,1,0,3
1002,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,1,3,2,2,1,0,2
1003,0,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,3,2,4,4,2,0,2
1004,0,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,0,2,3,,3,0,2
1005,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,31,Married partner,0,Some college - no degree,Construction & Extraction,$100000 or More,2,0,3,2,2,0,1
1006,1,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,2,0,3,2,1,0,2
1007,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,1,4,4,4,1,0,1
1008,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,1,3,2,,1,0,2
1009,1,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,1,1,3,2,1,1,1
1010,1,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,2,2,4,3,1,0,2
1011,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,2,2,4,3,1,0,1
1012,0,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,0,1,1,1,1,0,1
1013,0,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,31,Married partner,1,Associates degree,Unemployed,$37500 - $49999,0,2,2,2,2,0,3
1014,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,2,1,1
1015,0,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,1,0,4,2,2,0,1
1016,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,0,1,2,3,0,1,1
1017,1,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,50plus,Single,1,Some college - no degree,Unemployed,Less than $12500,0,2,1,2,1,0,2
1018,1,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,0,0,3,2,2,0,2
1019,0,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,1,1,4,2,0,1
1020,0,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,0,2,3,3,1,1,1
1021,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,0,1,3,2,1,0,1
1022,1,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,0,1,1,2,1,1,2
1023,1,Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,3,2,3,2,1,0,3
1024,1,No Urgent Place,Kid(s),Rainy,55,10AM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,0,,1,1,0,0,1
1025,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,2,1,3,2,1,1,1
1026,0,Home,Alone,Sunny,80,6PM,Bar,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,0,0,3,3,0,1,1
1027,1,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,4,4,2,1,0,0,3
1028,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Office & Administrative Support,$37500 - $49999,2,1,3,2,1,0,2
1029,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,2,0,2,2,1,1,1
1030,1,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,2,3,3,3,2,0,1
1031,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,0,2,2,2,1,1,1
1032,1,No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,2,3,2,0,1
1033,1,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,0,,2,2,1,0,1
1034,0,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,3,0,3,2,1,0,2
1035,1,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,1,1,3,2,1,0,2
1036,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,1,0,4,2,2,0,1
1037,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,3,2,3,3,2,1,1
1038,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,0,0,1,2,0,0,3
1039,0,Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,0,2,1,2,0,1,1
1040,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,2,,3,3,,1,1
1041,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,1,1,1,3,1,0,1
1042,0,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,0,0,2,1,0,1,1
1043,0,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,0,4,4,4,1,0,1
1044,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,,,,,0,1
1045,1,Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1,1,3,3,1,0,3
1046,0,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,2,3,1,3,1,0,1
1047,0,Home,Alone,Sunny,55,6PM,Bar,1d,Female,41,Married partner,1,Bachelors degree,Legal,$100000 or More,0,2,2,2,1,1,1
1048,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,1,1,1,1,0,0,3
1049,1,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,2,3,4,2,2,0,1
1050,0,Home,Partner,Rainy,55,10PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,2,3,3,2,2,0,2
1051,0,Home,Alone,Sunny,80,6PM,Bar,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,1,1,4,3,1,1,1
1052,1,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$50000 - $62499,2,4,3,2,1,0,2
1053,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,3,2,2,2,1,0,3
1054,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,0,2,2,2,2,0,2
1055,1,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,0,1,2,2,2,0,1
1056,1,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Male,26,Married partner,0,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,1,1,2,2,1,0,2
1057,1,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,0,1,3,2,1,1,2
1058,1,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,0,4,4,4,1,0,2
1059,1,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,0,3,,3,1,0,1
1060,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,0,1,2,2,1,1,1
1061,1,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,50plus,Widowed,0,Some college - no degree,Installation Maintenance & Repair,Less than $12500,0,0,2,1,1,0,1
1062,0,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,0,2,1,2,2,0,1
1063,0,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,0,0,3,3,0,0,2
1064,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$50000 - $62499,3,4,3,3,2,0,2
1065,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,0,2,2,0,2,0,1
1066,0,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,2,3,1,0,0,0,1
1067,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,1,4,3,2,1,0,2
1068,0,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,0,0,1,2,1,0,1
1069,0,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Management,$25000 - $37499,1,2,2,3,2,0,2
1070,0,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,0,1,3,2,2,0,2
1071,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,2,2,4,3,1,0,2
1072,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,36,Married partner,0,Some college - no degree,Healthcare Practitioners & Technical,$25000 - $37499,0,4,3,1,1,1,1
1073,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,1,1,1,3,1,1,1
1074,0,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,0,0,0,1,,0,1
1075,1,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,3,2,4,4,2,0,1
1076,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,0,3,2,3,2,0,1
1077,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,0,2,2,1,1,0,1
1078,1,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,0,2,2,2,2,0,2
1079,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,46,Married partner,1,Bachelors degree,Education&Training&Library,$75000 - $87499,1,2,2,2,1,0,2
1080,0,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,1,1,1,2,1,0,2
1081,1,No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,1,2,3,3,3,0,1
1082,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,2,4,3,2,1,0,2
1083,1,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,1,1,1,1,2,0,3
1084,0,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,2,4,3,2,1,0,2
1085,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,2,1,3,2,2,0,1
1086,0,Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,2,4,3,3,2,0,3
1087,0,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,46,Single,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,0,0,4,3,1,0,1
1088,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,0,1,3,2,1,1,1
1089,1,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,36,Married partner,0,Associates degree,Protective Service,$100000 or More,3,0,3,3,2,0,2
1090,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Unmarried partner,1,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,3,1,2,2,1,0,1
1091,0,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,2,1,3,2,1,0,2
1092,1,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$87500 - $99999,2,2,2,3,2,0,2
1093,0,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,3,,2,2,1,0,3
1094,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,2,3,2,2,0,3
1095,1,Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Female,50plus,Divorced,1,Bachelors degree,Retired,Less than $12500,0,3,4,4,1,0,3
1096,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,0,1,3,2,2,0,2
1097,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,0,4,4,4,3,1,1
1098,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,0,2,1,3,1,0,2
1099,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,2,0,3,2,1,1,1
1100,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,1,1,3,2,1,0,1
1101,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,2,3,4,4,3,1,1
1102,1,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,0,0,4,1,1,0,2
1103,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,3,2,3,3,2,1,1
1104,0,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Married partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,0,0,2,2,1,0,2
1105,1,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,21,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1,0,2,3,2,0,1
1106,0,Work,Alone,Snowy,30,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,0,1,4,3,1,0,3
1107,0,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,41,Married partner,1,Associates degree,Farming Fishing & Forestry,$25000 - $37499,0,0,0,2,0,0,2
1108,0,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,0,4,3,2,1,0,1
1109,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,0,0,1,2,1,0,1
1110,0,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Bachelors degree,Management,$25000 - $37499,2,0,3,0,2,0,3
1111,1,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,41,Married partner,1,Associates degree,Education&Training&Library,$62500 - $74999,0,1,1,1,1,0,1
